PROGRAM,CODE,COURSE,UNIT,TYPE,PREREQUISITE,LEVEL,SEMESTER
BTVTEd-FSM,HE213,HOME ECONOMICS LITERACY,3,TECH_SKILL,,2,1
BTVTEd-FSM,OSHP213,OCCUPATIONAL HEALTH AND SAFETY PRACTICES,3,GEN_ED,,2,1
BTVTEd-FSM,IAFA213,INTRODUCTION TO AGRICULTURE AND FARMING,3,GEN_ED,,2,1
BTVTEd-FSM,PE212,PHYSICAL ACTIVITIES TOWARDS HEALTH & FITNESS 3 - ARNIS (PATHFIT 3),2,GEN_ED,,2,1
BTVTEd-FSM,TCSC223,"THE TEACHER AND THE COMMUNITY, SCHOOL CULTURE AND ORGANIZATIONAL LEADERSHIP WITH FOCUS ON THE PHILIPPINE TVET SYSTEM",3,GEN_ED,,2,2
BTVTEd-FSM,TECH223,TEHNOLOGY FOR TEACHING AND LEARNING 2**,3,TECH_SKILL,,2,2
BTVTEd-FSM,CUR223,CURRICULUM DEVELOPMENT AND EVALUTATION WITH EMPHASIS ON TRAINER'S METHODOLOGY II,3,GEN_ED,,2,2
BTVTEd-FSM,FSIED223,FOUNDATION OF SPECIAL AND INCLUSIVE EDUCATION,3,GEN_ED,,2,2
BTVTEd-FSM,ASSESS223,ASSESSMENT IN LEARNING 2 WITH FOCUS ON TRAINER'S METHODOLOGY I & II,3,GEN_ED,,2,2
BTVTEd-FSM,ENTRE223,ENTREPRENEURSHIP,3,GEN_ED,,2,2
BTVTEd-FSM,ICT223,TEACHING ICT AS AN EXPLORATORY COURSE,3,GEN_ED,,2,2
BTVTEd-FSM,HI223,INTRODUCTION TO HOSPITALITY MANAGEMENT,3,GEN_ED,,2,2
BTVTEd-FSM,PE222,PHYSICAL ACTIVITIES TOWARDS HEALTH & FITNESS 4 - SPORTS (PATHFIT 4),2,GEN_ED,,2,2
BTVTEd-FSM,TR313,TECHNOLOGY RESEARCH 1 (METHODS OF RESEARCH),3,CAP_OJT,,3,1
BTVTEd-FSM,CCIA313,TEACHING COMMON COMPETENCIES IN IA (INDUSTRIAL ARTS),3,TECH_SKILL,,3,1
BTVTEd-FSM,CCICT313,TEACHINF COMMON COMPETENCIES IN ICT (INFORMATION AND COMMUNICATION TECHNOLOGY),3,TECH_SKILL,,3,1
BTVTEd-FSM,FSS313,FOOD SAFETY AND SANITATION,3,GEN_ED,,3,1
BTVTEd-FSM,BBAK313,BASIC BAKING,3,TECH_SKILL,,3,1
BTVTEd-FSM,FBS313,FOOD AND BEVERAGE SERVICES 1 - RESTAURANT AND BAR SERVICE,3,TECH_SKILL,,3,1
BTVTEd-FSM,HCK313,COOKERY 1 - HOT AND COLD KITCHEN,3,TECH_SKILL,,3,1
BTVTEd-FSM,FO313,FRONT OFFICE 1 - GUEST CYCLE PROCEDURE,3,TECH_SKILL,,3,1
BTVTEd-FSM,HK313,HOUSEKEEPING 1 - GUESTROOM CLEANING,3,TECH_SKILL,,3,1
BTVTEd-FSM,TR323,TECHNOLOGY RESEARCH 1 (UNDERGRADUATE THESIS/RESEARCH PAPER/RESEARCH PROJECT),3,CAP_OJT,,3,2
BTVTEd-FSM,CCHE323,TEACHING COMMON COMPETENCIES IN HOME ECONOMICS (HE),3,TECH_SKILL,,3,2
BTVTEd-FSM,WTM323,WORK-BASED LEARNING WITH EMPHASIS ON TRAINER'S METHODOLOGY,3,GEN_ED,,3,2
BTVTEd-FSM,HK323,HOUSEKEEPING 2 - LAUNDRY& LAUNDRY VALET SERVICE,3,TECH_SKILL,,3,2
BTVTEd-FSM,FO323,FRONT OFFICE 2 - FRONT OFFICE ACCOUNTING,3,TECH_SKILL,,3,2
BTVTEd-FSM,AWC323,COOKERY 2 - INTERNATIONAL CUISINE (ASIAN AND WESTERN),3,TECH_SKILL,,3,2
BTVTEd-FSM,FBS323,FOOD AND BEVERAGE SERVICES 2 - CATERING AND CUSTOMER SERVICE,3,TECH_SKILL,,3,2
BTVTEd-FSM,FSM323,FOOD SERVICE MANAGEMENT,3,TECH_SKILL,,3,2
BTVTEd-FSM,FS413,FIELD STUDY 1 (CHILD BEHAVIOR AND SOCIAL DEVELOPMENT EXPERIENCING THE TEACHING-LEARNING PROCESS AND TECHNOLOGY IN THE LEARNING ENVIRONMENT,3,TECH_SKILL,,4,1
BTVTEd-FSM,FS423,"FIELD STUDY 2 (EXPLORING THE CURRICULUM, LEARNING ASSESSMENT STRATEGIES AND ON BECOMING A TEACHER",3,TECH_SKILL,,4,1
BTVTEd-FSM,SIT413,SUPERVISED INDUSTRIAL TRAINING,3,CAP_OJT,,4,1
BTVTEd-FSM,PT423,PRACTICE TEACHING/TEACHING INTERNSHIP,6,CAP_OJT,,4,2
BTVTEd-IAET,US113,UNDERSTANDING THE SELF,3,GEN_ED,,1,1
BTVTEd-IAET,RPH113,READINGS IN PHILIPPINE HISTORY (WITH INTEGRATION OF INDIGENOUS PEOPLE EDUCATION),3,GEN_ED,,1,1
BTVTEd-IAET,MATH113,MATHEMATICS IN MODERN WORLD,3,GEN_ED,,1,1
BTVTEd-IAET,SCI113,SCIENCE AND TECHNOLOGY,3,GEN_ED,,1,1
BTVTEd-IAET,PCOM113,PURPOSIVE COMMUNICATION,3,GEN_ED,,1,1
BTVTEd-IAET,AAP113,ART APPRECIATION,3,GEN_ED,,1,1
BTVTEd-IAET,RIZ113,LIFE AND WORKS OF RIZAL,3,GEN_ED,,1,1
BTVTEd-IAET,NSTP113,NATIONAL SERVICE TRAINING PROGRAM 1,3,GEN_ED,,1,1
BTVTEd-IAET,PE112,PHYSICAL ACTIVITIES TOWARDS HEALTH AND FITNESS 1 - MOVEMENT COMPETENCY TRAINING (PATHFIT 1),2,GEN_ED,,1,1
BTVTEd-IAET,CW123,CONTEMPORARY WORLD,3,GEN_ED,,1,2
BTVTEd-IAET,MST-ES123,ENVIRONMENTAL SCIENCE,3,GEN_ED,,1,2
BTVTEd-IAET,MST-IT123,IT APPLICATION TOOLS IN BUSINESS,3,TECH_SKILL,,1,2
BTVTEd-IAET,SSP-PS123,SOCIOLOGY WITH INTEGRAION OF PEACE STUDIES,3,GEN_ED,,1,2
BTVTEd-IAET,ETHICS123,ETHICS,3,GEN_ED,,1,2
BTVTEd-IAET,EDTC123,THE CHILD AND ADOLESCENT LEARNER AND LEARNING PRINCIPLES,3,GEN_ED,,1,2
BTVTEd-IAET,ED123,THE TEACHING PROFESSION,3,GEN_ED,,1,2
BTVTEd-IAET,NSTP123,NATIONAL SERVICE TRAINING PROGRAM 2,3,GEN_ED,,1,2
BTVTEd-IAET,PE,PHYSICAL ACTIVITIES TOWARDS HEALTH AND FITNESS 2 - EXECISE-BASED FITNESS ACTIVITIES (PATHFIT 2),2,GEN_ED,,1,2
BTVTEd-IAET,FACI213,FACILITATING LEARNER-CENTERED TEACHING: THE LEARNER-CENTERED APPROACHES WITH EMPHASIS ON TRAINER'S METHODOLOGY I,3,GEN_ED,,2,1
BTVTEd-IAET,TECH21,TECHNOLOGY FOR TEACHING AND LEARNING 1**,3,TECH_SKILL,,2,1
BTVTEd-IAET,CUR213,BUILDING AND ENHANCING NEW LITERACIES ACROSS THE CURRICULUM WITH EMPHASIS ON THE 21ST CENTURY SKILLS,3,GEN_ED,,2,1
BTVTEd-IAET,ANDRA213,THE ANDRAGOGY OF LEARNING INCLUDING PRINCIPLES OF TRAINER'S METHODOLOGY I,3,GEN_ED,,2,1
BTVTEd-IAET,ASSES213,ASSESSMENT IN LEARNING 1,3,GEN_ED,,2,1
BTVTEd-IAET,TLE213,INTRODUCTION TO INDUSTRIAL ARTS,3,TECH_SKILL,,2,1
BTVTEd-IAET,HE213,HOME ECONOMICS LITERACY,3,TECH_SKILL,,2,1
BTVTEd-IAET,OSHP213,OCCUPATIONAL HEALTH AND SAFETY PRACTICES,3,GEN_ED,,2,1
BTVTEd-IAET,IAFA213,INTRODUCTION TO AGRICULTURE AND FARMING,3,GEN_ED,,2,1
BTVTEd-IAET,PE212,PHYSICAL ACTIVITIES TOWARDS HEALTH & FITNESS 3 - ARNIS (PATHFIT 3),2,GEN_ED,,2,1
BTVTEd-IAET,TCSC223,"THE TEACHER AND THE COMMUNITY, SCHOOL CULTURE AND ORGANIZATIONAL LEADERSHIP WITH FOCUS ON THE PHILIPPINE TVET SYSTEM",3,GEN_ED,,2,2
BTVTEd-IAET,TECH223,TEHNOLOGY FOR TEACHING AND LEARNING 2**,3,TECH_SKILL,,2,2
BTVTEd-IAET,CUR223,CURRICULUM DEVELOPMENT AND EVALUTATION WITH EMPHASIS ON TRAINER'S METHODOLOGY II,3,GEN_ED,,2,2
BTVTEd-IAET,FSIED223,FOUNDATION OF SPECIAL AND INCLUSIVE EDUCATION,3,GEN_ED,,2,2
BTVTEd-IAET,ASSESS223,ASSESSMENT IN LEARNING 2 WITH FOCUS ON TRAINER'S METHODOLOGY I & II,3,GEN_ED,,2,2
BTVTEd-IAET,ENTRE223,ENTREPRENEURSHIP,3,GEN_ED,,2,2
BTVTEd-IAET,ICT223,TEACHING ICT AS AN EXPLORATORY COURSE,3,GEN_ED,,2,2
BTVTEd-IAET,DRAW224,DRAWING,4,TECH_SKILL,,2,2
BTVTEd-IAET,PE222,PHYSICAL ACTIVITIES TOWARDS HEALTH & FITNESS 4 - SPORTS (PATHFIT 4),2,GEN_ED,,2,2
BTVTEd-IAET,TR313,TECHNOLOGY RESEARCH 1 (METHODS OF RESEARCH),3,CAP_OJT,,3,1
BTVTEd-IAET,CCIA313,TEACHING COMMON COMPETENCIES IN IA,3,TECH_SKILL,,3,1
BTVTEd-IAET,CCICT313,TEACHINF COMMON COMPETENCIES IN ICT,3,TECH_SKILL,,3,1
BTVTEd-IAET,EIM313,BASIC PNEUMATICS,3,TECH_SKILL,,3,1
BTVTEd-IAET,EIT313,BENCH METAL PROCESS,3,TECH_SKILL,,3,1
BTVTEd-IAET,RAC313,BASIC REFRIGERATION AND AIR-CONDITIONING,3,TECH_SKILL,,3,1
BTVTEd-IAET,EIW315,WIRING (BUILDING WIRING 1),5,TECH_SKILL,,3,1
BTVTEd-IAET,EMC315,MOTOR CONTROLS,5,TECH_SKILL,,3,1
BTVTEd-IAET,TR323,TECHNOLOGY RESEARCH 1 (UNDERGRADUATE THESIS/RESEARCH PAPER/RESEARCH PROJECT),3,CAP_OJT,,3,2
BTVTEd-IAET,CCHE323,TEACHING COMMON COMPETENCIES IN HE,3,GEN_ED,,3,2
BTVTEd-IAET,WTM323,WORK-BASED LEARNING WITH EMPHASIS ON TRAINER'S METHODOLOGY,3,GEN_ED,,3,2
BTVTEd-IAET,EBW325,BUILDING WIRING II,5,TECH_SKILL,,3,2
BTVTEd-IAET,ETMR325,TRANSFORMER AND MOTOR REWINDING,5,TECH_SKILL,,3,2
BTVTEd-IAET,CCAFA323,TEACHING COMMON COMPETENCIES IN AFA (AGRI-FISHERIES AND ARTS),3,TECH_SKILL,,3,2
BTVTEd-IAET,FS413,FIELD STUDY 1 (CHILD BEHAVIOR AND SOCIAL DEVELOPMENT EXPERIENCING THE TEACHING-LEARNING PROCESS AND TECHNOLOGY IN THE LEARNING ENVIRONMENT,3,TECH_SKILL,,4,1
BTVTEd-IAET,FS423,"FIELD STUDY 2 (EXPLORING THE CURRICULUM, LEARNING ASSESSMENT STRATEGIES AND ON BECOMING A TEACHER",3,TECH_SKILL,,4,1
BTVTEd-IAET,SIT413,SUPERVISED INDUSTRIAL TRAINING,3,CAP_OJT,,4,1
BTVTEd-IAET,PT423,PRACTICE TEACHING/TEACHING INTERNSHIP,6,CAP_OJT,,4,2
BTVTEd-IAWT,US113,UNDERSTANDING THE SELF,3,GEN_ED,,1,1
BTVTEd-IAWT,RPH113,READINGS IN PHILIPPINE HISTORY (WITH INTEGRATION OF INDIGENOUS PEOPLE EDUCATION),3,GEN_ED,,1,1
BTVTEd-IAWT,MATH113,MATHEMATICS IN MODERN WORLD,3,GEN_ED,,1,1
BTVTEd-IAWT,SCI113,SCIENCE AND TECHNOLOGY,3,GEN_ED,,1,1
BTVTEd-IAWT,PCOM113,PURPOSIVE COMMUNICATION,3,GEN_ED,,1,1
BTVTEd-IAWT,AAP113,ART APPRECIATION,3,GEN_ED,,1,1
BTVTEd-IAWT,RIZ113,LIFE AND WORKS OF RIZAL,3,GEN_ED,,1,1
BTVTEd-IAWT,NSTP113,NATIONAL SERVICE TRAINING PROGRAM 1,3,GEN_ED,,1,1
BTVTEd-IAWT,PE112,PHYSICAL ACTIVITIES TOWARDS HEALTH AND FITNESS 1 - MOVEMENT COMPETENCY TRAINING (PATHFIT 1),2,GEN_ED,,1,1
BTVTEd-IAWT,CW123,CONTEMPORARY WORLD,3,GEN_ED,,1,2
BTVTEd-IAWT,MST-ES123,ENVIRONMENTAL SCIENCE,3,GEN_ED,,1,2
BTVTEd-IAWT,MST-IT123,IT APPLICATION TOOLS IN BUSINESS,3,TECH_SKILL,,1,2
BTVTEd-IAWT,SSP-PS123,SOCIOLOGY WITH INTEGRAION OF PEACE STUDIES,3,GEN_ED,,1,2
BTVTEd-IAWT,ETHICS123,ETHICS,3,GEN_ED,,1,2
BTVTEd-IAWT,EDTC123,THE CHILD AND ADOLESCENT LEARNER AND LEARNING PRINCIPLES,3,GEN_ED,,1,2
BTVTEd-IAWT,ED123,THE TEACHING PROFESSION,3,GEN_ED,,1,2
BTVTEd-IAWT,NSTP123,NATIONAL SERVICE TRAINING PROGRAM 2,3,GEN_ED,,1,2
BTVTEd-IAWT,PE122,PHYSICAL ACTIVITIES TOWARDS HEALTH AND FITNESS 2 - EXECISE-BASED FITNESS ACTIVITIES (PATHFIT 2),2,GEN_ED,,1,2
BTVTEd-IAWT,FACI213,FACILITATING LEARNER-CENTERED TEACHING: THE LEARNER-CENTERED APPROACHES WITH EMPHASIS ON TRAINER'S METHODOLOGY I,3,GEN_ED,,2,1
BTVTEd-IAWT,TECH21,TECHNOLOGY FOR TEACHING AND LEARNING 1**,3,TECH_SKILL,,2,1
BTVTEd-IAWT,CUR213,BUILDING AND ENHANCING NEW LITERACIES ACROSS THE CURRICULUM WITH EMPHASIS ON THE 21ST CENTURY SKILLS,3,GEN_ED,,2,1
BTVTEd-IAWT,ANDRA213,THE ANDRAGOGY OF LEARNING INCLUDING PRINCIPLES OF TRAINER'S METHODOLOGY I,3,GEN_ED,,2,1
BTVTEd-IAWT,ASSES213,ASSESSMENT IN LEARNING 1,3,GEN_ED,,2,1
BTVTEd-IAWT,TLE213,INTRODUCTION TO INDUSTRIAL ARTS,3,TECH_SKILL,,2,1
BTVTEd-IAWT,HE213,HOME ECONOMICS LITERACY,3,TECH_SKILL,,2,1
BTVTEd-IAWT,OSHP213,OCCUPATIONAL HEALTH AND SAFETY PRACTICES,3,GEN_ED,,2,1
BTVTEd-IAWT,IAFA213,INTRODUCTION TO AGRICULTURE AND FARMING,3,GEN_ED,,2,1
BTVTEd-IAWT,PE212,PHYSICAL ACTIVITIES TOWARDS HEALTH & FITNESS 3 - ARNIS (PATHFIT 3),2,GEN_ED,,2,1
BTVTEd-IAWT,TCSC223,"THE TEACHER AND THE COMMUNITY, SCHOOL CULTURE AND ORGANIZATIONAL LEADERSHIP WITH FOCUS ON THE PHILIPPINE TVET SYSTEM",3,GEN_ED,,2,2
BTVTEd-IAWT,TECH223,TEHNOLOGY FOR TEACHING AND LEARNING 2**,3,TECH_SKILL,,2,2
BTVTEd-IAWT,CUR223,CURRICULUM DEVELOPMENT AND EVALUTATION WITH EMPHASIS ON TRAINER'S METHODOLOGY II,3,GEN_ED,,2,2
BTVTEd-IAWT,FSIED223,FOUNDATION OF SPECIAL AND INCLUSIVE EDUCATION,3,GEN_ED,,2,2
BTVTEd-IAWT,ASSESS223,ASSESSMENT IN LEARNING 2 WITH FOCUS ON TRAINER'S METHODOLOGY I & II,3,GEN_ED,,2,2
BTVTEd-IAWT,ENTRE223,ENTREPRENEURSHIP,3,GEN_ED,,2,2
BTVTEd-IAWT,ICT223,TEACHING ICT AS AN EXPLORATORY COURSE,3,GEN_ED,,2,2
BTVTEd-IAWT,DRAW224,DRAWING,4,TECH_SKILL,,2,2
BTVTEd-IAWT,PE222,PHYSICAL ACTIVITIES TOWARDS HEALTH & FITNESS 4 - SPORTS (PATHFIT 4),2,GEN_ED,,2,2
BTVTEd-IAWT,TR313,TECHNOLOGY RESEARCH 1 (METHODS OF RESEARCH),3,CAP_OJT,,3,1
BTVTEd-IAWT,CCIA313,TEACHING COMMON COMPETENCIES IN IA (INDUSTRIAL ARTS),3,TECH_SKILL,,3,1
BTVTEd-IAWT,CCICT313,TEACHINF COMMON COMPETENCIES IN ICT (INFORMATION AND COMMUNICATION TECHNOLOGY),3,TECH_SKILL,,3,1
BTVTEd-IAWT,SMAW313,PRACTICE HOUSEKEEPING PROCEDURES,3,TECH_SKILL,,3,1
BTVTEd-IAWT,ASP313,APPLY SAFETY PRACTICES,3,TECH_SKILL,,3,1
BTVTEd-IAWT,CQS313,CONTRIBUTE TO QUALITY SYSTEM,3,TECH_SKILL,,3,1
BTVTEd-IAWT,HT313,HAND TOOLS,3,TECH_SKILL,,3,1
BTVTEd-IAWT,PWM313,PREPARE WELD MATERIALS,3,TECH_SKILL,,3,1
BTVTEd-IAWT,TR323,TECHNOLOGY RESEARCH 1 (UNDERGRADUATE THESIS/RESEARCH PAPER/RESEARCH PROJECT),3,CAP_OJT,,3,2
BTVTEd-IAWT,CCHE323,TEACHING COMMON COMPETENCIES IN HE,3,GEN_ED,,3,2
BTVTEd-IAWT,WTM323,WORK-BASED LEARNING WITH EMPHASIS ON TRAINER'S METHODOLOGY,3,GEN_ED,,3,2
BTVTEd-IAWT,SWE323,SETTING-UP WELDING EQUIPMENT,3,TECH_SKILL,,3,2
BTVTEd-IAWT,ETMR324,TRANSFORMER AND MOTOR REWINDING,4,TECH_SKILL,,3,2
BTVTEd-IAWT,FWM324,FITTING UP WELD MATERIALS,4,TECH_SKILL,,3,2
BTVTEd-IAWT,WSP323,WELDING CARBON STEEL PLATES USING SMAW,3,TECH_SKILL,,3,2
BTVTEd-IAWT,CCAFA323,TEACHING COMMON COMPETENCIES IN AFA (AGRI-FISHERIES AND ARTS),3,TECH_SKILL,,3,2
BTVTEd-IAWT,FS413,FIELD STUDY 1 (CHILD BEHAVIOR AND SOCIAL DEVELOPMENT EXPERIENCING THE TEACHING-LEARNING PROCESS AND TECHNOLOGY IN THE LEARNING ENVIRONMENT,3,TECH_SKILL,,4,1
BTVTEd-IAWT,FS423,"FIELD STUDY 2 (EXPLORING THE CURRICULUM, LEARNING ASSESSMENT STRATEGIES AND ON BECOMING A TEACHER",3,TECH_SKILL,,4,1
BTVTEd-IAWT,SIT413,SUPERVISED INDUSTRIAL TRAINING,3,CAP_OJT,,4,1
BTVTEd-IAWT,PT423,PRACTICE TEACHING/TEACHING INTERNSHIP,6,CAP_OJT,,4,2
NEW-CCS NCII,ISA113,"INTEGRATED SOFTWARE APPLICATIONS 1 (COMPUTER W/ WINDOWS, MIS CONCEPTS, & DESKTOP PUBLISHING)",3,TECH_SKILL,,1,1
NEW-CCS NCII,CCS-A113,ENGLISH PROFICIENCY SKILLS AND ADVANCED GRAMMAR,3,GEN_ED,,1,1
NEW-CCS NCII,CCS-B113,SPEECH IMPROVEMENT & ORAL COMMUNICATION WITH ACCENT NEUTRALIZATION,3,GEN_ED,,1,1
CK NCII,PCOM113,PURPOSIVE COMMUNICATION,3,GEN_ED,,1,1
CK NCII,HCK114,HOUSEKEEPING 2 - HOUSEKEEPING OPERATIONS SUPERVISOR),3,TECH_SKILL,,1,1
CK NCII,AWC114,COOKERY 2 - INTERNATIONAL CUISINE (ASIAN AND WESTERN),6,TECH_SKILL,,1,1
DHRMT,US113,UNDERSTANDING THE SELF,3,GEN_ED,,1,1
DHRMT,MATH113,MATH IN MODERN WORLD,3,GEN_ED,,1,1
DHRMT,PCOM113,PURPOSIVE COMMUNICATION,3,GEN_ED,,1,1
DHRMT,HI113,INTRO TO HOSPITALITY MANAGEMENT,3,GEN_ED,,1,1
DHRMT,FBS116,FOOD AND BEVERAGE SERVICES 1 - RESTAURANT AND BAR SERVICES,6,TECH_SKILL,,1,1
DHRMT,FSS113,FOOD SAFETY AND SANITATION,3,GEN_ED,,1,1
DHRMT,HCK113,COOKERY 1 - HOT AND COLD BEVERAGES,3,TECH_SKILL,,1,1
DHRMT,NSTP113,NATIONAL SERVICE TRAINING PROGRAM 1,3,GEN_ED,,1,1
DHRMT,PE112,PHYSICAL ACTIVITIES TOWARDS HEALTH AND FITNESS 1 - MOVEMENT COMPETENCY TRAINING (PATHFIT 1),2,GEN_ED,,1,1
DHRMT,RPH123,READINGS IN PHILIPPINE HISTORY (W/ INTEGRATION OF IDEGENOUS PEOPLE EDUCATION),3,GEN_ED,,1,2
DHRMT,SCI123,SCIENCE AND TECHNOLOGY,3,GEN_ED,,1,2
DHRMT,MST-ES123,ENVIROMENTAL SCIENCE,3,GEN_ED,,1,2
DHRMT,MST-IT123,IT APPLICATION TOOLS IN BUSINESS,3,TECH_SKILL,,1,2
DHRMT,AWC123,COOKERY 2 - INTERNATIONAL CUISINE (ASIAN AND WESTERM),3,TECH_SKILL,,1,2
DHRMT,FBS123,FOOD AND BEVERAGE SERVICES 2 - FBS DELIVERY AND SUPERVISION,3,TECH_SKILL,,1,2
DHRMT,EDTC123,THE CHILD AND ADOLESCENT LEARNER AND LEARNING PRINCIPLES,3,GEN_ED,,1,2
DHRMT,ED123,THE TEACHING PROFESSION,3,GEN_ED,,1,2
DHRMT,NSTP2,NATIONAL SERVICE TRAINING PROGRAM 2,3,GEN_ED,,1,2
DHRMT,PE122,PHYSICAL ACTIVITIES TOWARDS HEALTH AND FITNESS 2 - EXECISE-BASED FITNESS ACTIVITIES (PATHFIT 2),2,GEN_ED,,1,2
DHRMT,SIL123,SUPERVISED INDUSTRY LEARNING,3,CAP_OJT,,1,SUMMER
DHRMT,FACI213,FACILITATING LEARNER-CENTERED TEACHING: THE LEARNER-CENTERED APPROACHES WITH EMPHASIS ON TRAINERS METHODOLOGY I,3,GEN_ED,,2,1
DHRMT,TECH213,TECHNOLOGY FOR TEACHING AND LEARNING 1**,3,TECH_SKILL,,2,1
DHRMT,BBAK213,BASIC BAKING,3,TECH_SKILL,,2,1
DHRMT,HK213,HOUSEKEEPING 1 - (HOUSEKEEPING SERVICES DELIVERY),3,TECH_SKILL,,2,1
DHRMT,ANDRA213,THE ANDRAGOGY OF LEARNING INCLUDING PRINCIPLES OF TRAINER'S METHODOLOGY I,3,GEN_ED,,2,1
DHRMT,ASSES213,ASSESSMENT IN LEARNING 1,3,GEN_ED,,2,1
DHRMT,TLE213,INTRODUCTION TO INDUSTRIAL ARTS,3,TECH_SKILL,,2,1
DHRMT,HE213,HOME ECONOMICS LITERACY,3,TECH_SKILL,,2,1
DHRMT,IAFA213,INTRODUCTION TO AGRICULTURE AND FARMING,3,GEN_ED,,2,1
DHRMT,PE212,PHYSICAL ACTIVITIES TOWARDS HEALTH AND FITNESS 3 - ARNIS (PATHFIT 3),2,GEN_ED,,2,1
DHRMT,CW223,CONTEMPORARY WORLD,3,GEN_ED,,2,2
DHRMT,TCSC223,"TH E TEACHER AND THE COMMUNITY, SCHOOL CULTURE AND ORGANIZATIONAL LEADERSHIP WITH FOCUS ON THE PHILIPPINE TVET SYSTEM",3,GEN_ED,,2,2
DHRMT,TECH223,TECHNOLOGY FOR TEACHING AND LEARNING 2**,3,TECH_SKILL,,2,2
DHRMT,CUR223,CURRICULUM DEVELOPMENT AND EVALUATION WITH EMPHASIS ON TRAINER'S METHODOLOGY II,3,GEN_ED,,2,2
DHRMT,HK223,HOUSEKEEPING 2 - (HOUSEKEEPING OPERATIONS SUPERVISION),3,TECH_SKILL,,2,2
DHRMT,OSHP223,OCCUPATIONAL HEALTH AND SAFETY PRACTICES,3,GEN_ED,,2,2
DHRMT,ASSES223,ASSESSMENT IN LEARNING 2 WITH FOCUS ON TRAINER'S METHODOLOGY I & II,3,GEN_ED,,2,2
DHRMT,ICT223,TEACHING ICT AS AN EXPLORATORY COURSE,3,GEN_ED,,2,2
DHRMT,TR223,TECHNOLOGY RESEARCH 1 (METHODS OF RESEARCH),3,CAP_OJT,,2,2
DHRMT,PE222,PHYSICAL ACTIVITIES TOWARDS HEALTH & FITNESS 4 - TEAM SPORTS (PATHFIT 4),2,GEN_ED,,2,2
DHRMT,SIL223,SUPERVISED INDUSTRY LEARNING,3,CAP_OJT,,2,SUMMER
DHRMT,TR313,TECHNOLOGY RESEARCH 2 (UNDERGRADUATE THESIS/RESEARCH PAPER/RESEARCH PROJECT),3,CAP_OJT,,3,1
DHRMT,CCIA313,TEACHING COMMON COMPETENCY IN IA,3,TECH_SKILL,,3,1
DHRMT,CCICIT313,TEACHING COMMON COMPETENCY IN ICT,3,TECH_SKILL,,3,1
DHRMT,CCHE313,TEACHING COMMON COMPETENCY IN HE,3,TECH_SKILL,,3,1
DHRMT,FSM313,FOOD AND SERVICE MANAGEMENT,3,TECH_SKILL,,3,1
DHRMT,FO313,FRONT OFFICE 1 - GUEST CYCLE PROCEDURE,3,TECH_SKILL,,3,1
DHRMT,FBS313,FOOD AND BEVERAGE SERVICES 3 - (FBS MANAGEMENT ASSISTANCE),3,TECH_SKILL,,3,1
DHRMT,RIZ313,LIFE AND WORKS OF RIZAL,3,GEN_ED,,3,1
DHRMT,ETHICS313,ETHICS,3,GEN_ED,,3,1
DHRMT,ENTRE223,ENTREPRENEURSHIP,3,GEN_ED,,3,2
DHRMT,WTM323,WORK-BASED LEARNING WIRH EMPHASIS ON TRAINER'S METHODOLOGY,3,GEN_ED,,3,2
DHRMT,FO323,FRONT OFFICE 2 - FRONT OFFICE ACCOUNTING,3,TECH_SKILL,,3,2
DHRMT,HK323,HOUSEKEEPING 3 - (HOUSEKEEPING OPERATIONS MANAGEMENT),3,TECH_SKILL,,3,2
DHRMT,SIL323,SUPERVISED INDUSTRY LEARNING,3,CAP_OJT,,3,2
NEW-EIM NCII,DRAW113,TECHNICAL DRAWING,3,TECH_SKILL,,1,1
NEW-EIM NCII,EIM113,BASIC ELECTRICITY AND CIRCUITS | BUILDING USING TRANSFORMER AND MOTOR REWINDING,3,TECH_SKILL,,1,1
FBS NCII,TCSC113,"THE TEACHER AND THE COMMUNITY, SCHOOL CULTURE AND ORGANIZATION LEADERSHIP WITH FOCUS ON THE PHILIPPINE TVET SYSTEM",3,GEN_ED,,1,1
FBS NCII,FSS113,FOOD SAFETY AND SANITATION,3,GEN_ED,,1,1
FBS NCII,HI113,INTRO TO HOSPITALITY INDUSTRY,3,GEN_ED,,1,1
FBS NCII,FBS115,FOOD AND BEVERAGE SERVICE 1 - RESTAURANT AND BAR SERVICE,5.5,TECH_SKILL,,1,1
HB NCII,FSS113,FOOD SAFETY AND SANITATION,3,GEN_ED,,1,1
HB NCII,PCOM113,PURPOSIVE COMMUNICATION,3,GEN_ED,,1,1
HB NCII,FBS115,FOOD AND BEVERAGE SERVICE 1 - RESTAURANT AND BAR SERVICE,5.5,TECH_SKILL,,1,1
HB NCII,HCK114,COOKERY 1 - HOT AND COLD KITCHEN,4,TECH_SKILL,,1,1
HB NCII,HK114,HOUSEKEEPING 1 - GUESTROOM CLEANING,4,TECH_SKILL,,1,1
HB NCII,TCSC113,"THE TEACHER AND THE COMMUNITY, SCHOOL CULTURE AND ORGANIZATION LEADERSHIP WITH FOCUS ON THE PHILIPPINE TVET SYSTEM",3,GEN_ED,,1,2
HB NCII,OSHP123,OCCUPATIONAL HEALTH AND SAFETY PRACTICE,3,GEN_ED,,1,2
HB NCII,ISA123,"INTEGRATED SOFTWARE APPLICATIONS 1 (COMPUTER WITH WINDOWS, MIS CONCEPTS, AND DESKTOP PUBLISHING)",3,TECH_SKILL,,1,2
